selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
210000,43000,Individual,Manual,First Owner,18.9,998,67.1,5
470000,60000,Individual,Manual,First Owner,19.1,1197,85.8,5
204999,60000,Individual,Manual,First Owner,19,998,66.1,5
950000,30000,Individual,Automatic,First Owner,18,1497,117.3,5
220000,70000,Individual,Manual,First Owner,17.7,1497,78,5
225000,75000,Individual,Manual,Second Owner,21.1,814,55.2,5
380000,85000,Individual,Manual,Second Owner,17,1497,118,5
550000,30000,Individual,Manual,Second Owner,19.44,999,75,5
500000,20000,Individual,Manual,First Owner,17.57,1193,88.7,5
780000,30000,Individual,Manual,First Owner,17.5,1199,88.7,5
335000,25000,Individual,Manual,First Owner,23.95,998,67.05,5
225000,35000,Individual,Manual,First Owner,15,1368,90,5
340000,30000,Individual,Manual,First Owner,21.1,814,55.2,5
1000000,80000,Individual,Automatic,Third Owner,10.93,3498,272,5
31000,56194,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
695000,40000,Individual,Manual,First Owner,22,1197,81.8,5
270000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
635000,120000,Individual,Automatic,First Owner,21.21,1197,81.8,5
55000,70000,Individual,Manual,Third Owner,15.9,1298,85,5
130000,70000,Individual,Manual,Second Owner,14,796,35,5
450000,35000,Individual,Manual,Second Owner,18.6,1197,85.8,5
229999,71000,Individual,Manual,First Owner,16.1,1197,85,5
300000,30000,Individual,Manual,First Owner,23.95,998,67.05,5
200000,50000,Individual,Manual,Second Owner,19.7,796,46.3,5
235000,90000,Individual,Manual,Second Owner,18.06,1198,75,5
666000,13000,Individual,Manual,First Owner,18.6,1197,81.83,5
65000,100000,Individual,Manual,Third Owner,16.1,796,37,4
85000,80000,Individual,Manual,Third Owner,NA,NA,NA,NA
240000,70000,Individual,Manual,First Owner,21.1,814,55.2,5
150000,100000,Individual,Manual,Third Owner,18.6,1199,79.4,5
215000,40000,Individual,Manual,First Owner,21.1,814,55.2,5
225000,35000,Individual,Manual,First Owner,20.63,1198,67,5
330000,20000,Individual,Manual,First Owner,23.01,999,67,5
535000,30000,Individual,Manual,First Owner,20.3,1199,84,5
265000,67000,Individual,Manual,First Owner,23.95,998,67.05,5
400000,70000,Individual,Manual,First Owner,17.01,1591,121.3,5
667000,7500,Individual,Manual,First Owner,18.6,1197,81.86,5
590000,70000,Individual,Manual,Second Owner,18.6,1197,81.83,5
142000,49200,Individual,Manual,Second Owner,19.81,1086,68.05,5
850000,40000,Individual,Manual,First Owner,17.4,1497,117.6,5
200000,70000,Individual,Manual,First Owner,18.6,1199,79.4,5
220000,100000,Individual,Manual,First Owner,23.95,998,67.05,5
650000,10000,Individual,Automatic,Second Owner,18.9,1197,81.86,5
125000,141000,Individual,Manual,Second Owner,19.7,796,46.3,5
450000,80000,Individual,Manual,Third Owner,17,1497,118,5
135000,90000,Individual,Manual,Second Owner,18.9,998,67.1,5
550000,44000,Individual,Manual,First Owner,18.16,1196,86.8,5
385000,25000,Individual,Manual,First Owner,23.1,998,67.04,5
800000,25000,Individual,Manual,First Owner,15.29,1591,121.3,5
100000,195000,Individual,Manual,Second Owner,19.7,796,46.3,5
50000,50000,Individual,Manual,First Owner,16.1,796,37,4
459999,27000,Individual,Manual,First Owner,23.1,998,67.04,5
578000,5000,Individual,Manual,First Owner,21.21,1197,81.8,5
465000,80000,Individual,Manual,Second Owner,16.8,1497,116.3,5
420000,35000,Individual,Automatic,First Owner,20.51,998,67,5
550000,20000,Individual,Manual,First Owner,21.21,1197,81.8,5
270000,20000,Individual,Manual,First Owner,24.7,796,47.3,5
700000,7800,Individual,Automatic,First Owner,22,1197,81.8,5
500000,20000,Individual,Manual,First Owner,20.4,1197,81.8,5
320000,31377,Individual,Manual,Second Owner,18.5,1197,82.85,5
290000,60000,Individual,Manual,First Owner,20.51,998,67.04,5
550000,100000,Individual,Automatic,First Owner,14.53,1794,138.1,5
265000,60000,Individual,Manual,First Owner,19.4,1198,86.8,5
830000,5000,Individual,Automatic,First Owner,21.4,1197,83.1,5
160000,25000,Individual,Manual,Second Owner,19.7,796,46.3,5
335000,30000,Individual,Manual,First Owner,25.17,799,53.3,5
329000,80000,Individual,Manual,Second Owner,20.63,1198,67,5
524000,32000,Individual,Manual,First Owner,20.14,1197,81.86,5
245000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
275000,93000,Individual,Manual,Second Owner,17,1197,80,5
675000,5000,Individual,Manual,First Owner,21.21,1197,81.8,5
142000,110000,Individual,Manual,First Owner,20.36,1197,78.9,5
515000,23000,Individual,Manual,First Owner,21.4,1197,83.1,5
675000,5000,Individual,Manual,First Owner,20,999,72,7
395000,40000,Individual,Manual,Second Owner,16.2,1199,74,5
385000,40000,Individual,Manual,Second Owner,16.2,1199,74,5
142000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
160000,35000,Individual,Manual,First Owner,19.81,1086,68.05,5
450000,40000,Individual,Manual,First Owner,18.9,1197,82,5
300000,80000,Individual,Manual,Second Owner,19.4,1198,86.8,5
620000,25000,Individual,Manual,First Owner,18.6,1197,81.83,5
949000,10200,Individual,Manual,First Owner,17.4,1497,117.6,5
350000,20000,Individual,Manual,Second Owner,23.1,998,67.04,5
270000,30000,Individual,Manual,Third Owner,23.01,999,67,5
235000,40000,Individual,Manual,Second Owner,21.1,814,55.2,5
500000,60000,Individual,Manual,First Owner,20.4,1197,81.8,5
220000,111000,Individual,Manual,First Owner,19.7,796,46.3,5
160000,100000,Individual,Manual,Third Owner,20.92,998,67.1,5
160000,100000,Individual,Manual,Third Owner,20.92,998,67.1,5
339000,25000,Individual,Manual,First Owner,20.3,998,68.05,5
229999,100000,Individual,Manual,First Owner,15.3,1596,99.6,5
45000,58000,Individual,Manual,First Owner,16.1,796,37,4
575000,20000,Individual,Manual,First Owner,19.4,1194,94.93,5
325000,1300,Individual,Manual,First Owner,22.5,999,67,5
50000,120000,Individual,Manual,Second Owner,16.1,796,37,4
350000,15000,Individual,Manual,First Owner,20.51,998,67.04,5
300000,25000,Individual,Manual,First Owner,25.17,799,53.3,5
580000,10000,Individual,Manual,First Owner,23.1,998,67.04,5
350000,60000,Individual,Manual,Third Owner,15.8,1172,67.1,5
227000,73840,Individual,Manual,First Owner,15.04,1598,103.6,5
275000,20000,Individual,Automatic,First Owner,23,999,67,5
300000,75000,Individual,Manual,Third Owner,18.9,1197,82,5
550000,20000,Individual,Manual,First Owner,20.4,1197,81.8,5
165000,20000,Individual,Manual,First Owner,19.7,796,46.3,5
210000,70000,Individual,Manual,First Owner,21.1,814,55.2,5
390000,25000,Individual,Manual,First Owner,23.01,999,67,5
260000,80000,Individual,Manual,First Owner,25.17,799,53.3,5
450000,67000,Individual,Manual,First Owner,19.1,1197,85.8,5
130000,120000,Individual,Manual,Second Owner,19.81,1086,68.05,5
225000,80000,Individual,Manual,Second Owner,14,1595,102,5
270000,26442,Individual,Manual,First Owner,20.3,998,68.05,5
700000,35000,Individual,Manual,First Owner,17.5,1373,91.1,7
130000,28000,Individual,Manual,Second Owner,19.7,796,46.3,5
55000,39000,Individual,Manual,First Owner,19.7,796,46.3,5
475000,20000,Individual,Automatic,First Owner,20.51,998,67,5
615000,40000,Individual,Automatic,First Owner,19,1199,88.7,5
390000,15000,Individual,Manual,First Owner,18.9,1197,82,5
650000,15000,Individual,Automatic,First Owner,22,1197,81.8,5
440000,30000,Individual,Manual,First Owner,20.4,1197,81.8,5
170000,80000,Individual,Manual,First Owner,16.2,995,62.1,5
600000,5000,Individual,Manual,First Owner,21.21,1197,81.8,5
400000,50000,Individual,Manual,First Owner,18.5,1198,86.8,5
350000,15000,Individual,Manual,First Owner,25.17,799,53.3,5
390000,15000,Individual,Manual,First Owner,25.17,799,53.3,5
185000,60000,Individual,Manual,Second Owner,19.7,796,46.3,5
225000,35000,Individual,Manual,First Owner,21.1,814,55.2,5
275000,49200,Individual,Manual,First Owner,21.1,814,55.2,5
220000,125000,Individual,Manual,Second Owner,13.5,1799,130,5
200000,60000,Individual,Manual,Second Owner,19.81,1086,68.05,5
315000,120000,Individual,Manual,Second Owner,15.37,1196,73,5
90000,110000,Individual,Manual,Third Owner,19.7,796,46.3,5
120000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
90000,168000,Individual,Manual,Second Owner,18.9,998,67.1,5
310000,23400,Individual,Manual,Second Owner,23.95,998,67.1,5
385000,50000,Individual,Manual,First Owner,23.1,998,67.04,5
105000,158107,Individual,Manual,Second Owner,NA,NA,NA,NA
521000,3010,Individual,Automatic,First Owner,20.3,1086,68,5
40000,70000,Individual,Manual,Second Owner,16.1,796,37,4
540000,4000,Individual,Manual,First Owner,18.9,1197,81.86,5
140000,35000,Individual,Manual,Second Owner,19.7,796,46.3,5
200000,121000,Individual,Manual,First Owner,17.3,993,60,5
570000,80000,Individual,Manual,First Owner,16.02,1373,93.7,7
650000,60000,Individual,Manual,First Owner,16.02,1373,93.7,7
620000,36000,Individual,Manual,First Owner,20.85,1197,83.14,5
250000,65000,Individual,Manual,Second Owner,18.9,998,67.1,5
300000,60000,Individual,Manual,Second Owner,20.51,998,67.04,5
170000,20000,Individual,Manual,Third Owner,22.74,796,47.3,5
35000,75000,Individual,Manual,Second Owner,NA,NA,NA,NA
85000,100000,Individual,Manual,First Owner,NA,NA,NA,NA
350000,35000,Individual,Manual,First Owner,17.57,1193,88.7,5
80000,90000,Individual,Automatic,Second Owner,19.7,796,46.3,5
120000,120000,Individual,Manual,First Owner,NA,NA,NA,NA
250000,100000,Individual,Manual,First Owner,17.7,1497,78,5
509999,90000,Individual,Manual,First Owner,20.14,1197,81.86,5
245000,36710,Individual,Manual,Second Owner,22.74,796,47.3,5
590000,4000,Individual,Manual,First Owner,19.72,1198,67,7
350000,15000,Individual,Manual,First Owner,18.6,1197,85.8,5
580000,20000,Individual,Manual,First Owner,21.4,1197,83.1,5
450000,56000,Individual,Manual,First Owner,18.9,1197,81.86,5
600000,19000,Individual,Manual,First Owner,17.19,1197,81.86,5
450000,70000,Individual,Manual,First Owner,18.6,1197,81.83,5
400000,15000,Individual,Manual,First Owner,15.37,1196,73,5
185000,85000,Individual,Manual,First Owner,22.74,796,47.3,5
625000,50000,Individual,Automatic,First Owner,22,1197,81.8,5
700000,20000,Individual,Manual,First Owner,17.19,1197,81.86,5
390000,25000,Individual,Manual,First Owner,20.51,998,67.04,5
625000,25000,Individual,Manual,First Owner,17,1198,108.5,5
400000,50000,Individual,Manual,First Owner,19.1,1197,85.8,5
400000,90000,Individual,Automatic,First Owner,14.53,1794,138.1,5
620000,100000,Individual,Manual,First Owner,17.57,1193,88.7,5
210000,50000,Individual,Manual,Second Owner,22.74,796,47.3,5
45000,100000,Individual,Manual,Third Owner,17.3,993,60,5
220000,93000,Individual,Manual,Second Owner,21.1,814,55.2,5
370000,120000,Individual,Manual,First Owner,18.5,1197,82.85,5
95000,100000,Individual,Automatic,Second Owner,NA,NA,NA,NA
550000,120000,Individual,Manual,First Owner,16.8,1497,116.3,5
40000,57000,Individual,Manual,Second Owner,16.1,796,37,4
280000,60000,Individual,Manual,First Owner,21.1,814,55.2,5
290000,90000,Individual,Manual,Second Owner,24.7,796,47.3,5
265000,20000,Individual,Manual,Third Owner,19.81,1086,68.05,5
135000,90000,Individual,Manual,Third Owner,19.7,796,46.3,5
200000,80000,Individual,Manual,Second Owner,NA,NA,NA,NA
355000,90000,Individual,Manual,Second Owner,17.5,1298,85.8,5
700000,17000,Individual,Manual,First Owner,18.6,1197,81.86,5
85000,60000,Individual,Manual,Second Owner,19.7,796,46.3,5
290000,15000,Individual,Manual,First Owner,22.74,796,47.3,5
85000,25000,Individual,Manual,Second Owner,16.84,1193,64.4,5
65000,114000,Individual,Manual,First Owner,19.7,796,46.3,5
75000,120000,Individual,Manual,First Owner,13,1493,100,5
525000,40000,Individual,Automatic,First Owner,18.9,1197,81.86,5
265000,70000,Individual,Manual,Second Owner,21.79,998,67.05,5
459999,50000,Individual,Manual,First Owner,20.3,1199,84,5
250000,20000,Individual,Manual,First Owner,23.95,998,67.05,5
375000,60000,Individual,Manual,First Owner,18.9,1197,82,5
409999,60000,Individual,Manual,First Owner,23.84,1199,84,5
200000,30000,Individual,Manual,First Owner,16.5,995,63,5
50000,50000,Individual,Manual,Third Owner,16.1,796,37,4
55000,50000,Individual,Manual,Second Owner,17.3,993,60,5
200000,60000,Individual,Manual,Second Owner,20.36,1197,78.9,5
350000,70000,Individual,Manual,Second Owner,17.57,1193,88.7,5
650000,80000,Individual,Manual,First Owner,17.4,1497,117.3,5
150000,123278,Individual,Manual,Second Owner,20.36,1197,78.9,5
262000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
299000,33000,Individual,Manual,First Owner,21.1,814,55.2,5
250000,26500,Individual,Manual,First Owner,22.74,796,47.3,5
140000,60000,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,5
210000,80000,Individual,Manual,First Owner,20.63,1198,67.06,5
450000,35000,Individual,Manual,First Owner,18.9,1197,82,5
550000,10000,Individual,Manual,First Owner,18.9,1197,81.86,5
185000,50000,Individual,Manual,Second Owner,21.1,814,55.2,5
80000,90000,Individual,Manual,Second Owner,17.3,1061,64,5
295000,80000,Individual,Manual,First Owner,24.7,796,47.3,5
360000,25000,Individual,Manual,First Owner,23.01,999,67,5
210000,70000,Individual,Manual,First Owner,20.92,998,67.1,5
585000,80000,Individual,Automatic,First Owner,17.4,1197,81.86,5
330000,60000,Individual,Manual,First Owner,20.63,1198,67,5
990000,15000,Individual,Manual,First Owner,17,1591,121.3,5
650000,28000,Individual,Manual,First Owner,17,1198,108.5,5
695000,20000,Individual,Automatic,First Owner,17.4,1197,81.86,5
270000,22000,Individual,Manual,First Owner,22.74,796,47.3,5
400000,20000,Individual,Manual,First Owner,23.84,1199,84,5
610000,33000,Individual,Manual,First Owner,20.73,1373,91.1,5
135000,60000,Individual,Manual,First Owner,19.7,796,46.3,5
280000,96000,Individual,Manual,First Owner,16.95,1498,97.7,5
620000,18484,Individual,Manual,First Owner,20.89,1197,81.8,5
180000,25000,Individual,Manual,Second Owner,19.7,796,46.3,5
480000,55000,Individual,Manual,First Owner,20.85,1197,83.14,5
885000,10000,Individual,Manual,Second Owner,17,1497,121.31,5
180000,65000,Individual,Manual,First Owner,17.92,1086,62.1,5
200000,27000,Individual,Manual,First Owner,NA,NA,NA,NA
520000,2560,Individual,Automatic,First Owner,24,1199,83.81,5
90000,60000,Individual,Manual,First Owner,19.7,796,46.3,5
330000,80000,Individual,Manual,Second Owner,20.51,998,67.04,5
40000,50000,Individual,Manual,Second Owner,16.1,796,37,4
290000,120000,Individual,Manual,Second Owner,16.8,1497,116.3,5
215000,47000,Individual,Manual,Second Owner,21.1,814,55.2,5
700000,25000,Individual,Automatic,Second Owner,17.4,1197,81.86,5
95000,50000,Individual,Manual,Second Owner,25.4,624,37.5,4
150000,110000,Individual,Manual,First Owner,0,1086,62,5
120000,80000,Individual,Manual,Third Owner,19.7,796,46.3,5
160000,120000,Individual,Manual,Third Owner,17.7,1497,78,5
450000,10000,Individual,Automatic,First Owner,23.1,998,67.04,5
385000,20000,Individual,Manual,First Owner,20.62,1198,67,7
165000,56000,Individual,Manual,Third Owner,17.92,1086,62.1,5
500000,5000,Individual,Manual,First Owner,20.3,1086,68,5
325000,5000,Individual,Manual,Second Owner,18.15,1198,82,6
675000,25000,Individual,Manual,Second Owner,17.5,1199,88.7,5
415000,15000,Individual,Manual,First Owner,17.57,1193,88.7,5
500000,35000,Individual,Manual,First Owner,17,1198,73.75,5
60000,100000,Individual,Manual,Second Owner,16.1,796,37,4
270000,50000,Individual,Manual,First Owner,25.17,799,53.3,5
550000,40000,Individual,Manual,First Owner,17.19,1197,81.86,5
235000,60000,Individual,Manual,First Owner,23.01,999,67,5
600000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
229999,60000,Individual,Manual,Second Owner,20.92,998,67.1,5
400000,40000,Individual,Manual,First Owner,23.84,1199,84,5
110000,80000,Individual,Manual,Third Owner,17.8,1086,63,5
45000,73257,Individual,Manual,First Owner,16.1,796,37,4
500000,15000,Individual,Manual,First Owner,23.84,1199,83.83,5
575000,30000,Individual,Manual,First Owner,20.3,1086,68,5
563000,30000,Individual,Manual,Second Owner,18.6,1197,81.83,5
450000,15000,Individual,Manual,First Owner,23.84,1199,84,5
80000,26320,Individual,Manual,First Owner,16.1,796,37,4
375000,100000,Individual,Manual,Third Owner,13.5,1799,130,5
400000,120000,Individual,Manual,First Owner,15.37,1196,73,5
315000,60000,Individual,Manual,Second Owner,23.01,999,67,5
375000,120000,Individual,Manual,First Owner,15.37,1196,73,5
350000,29000,Individual,Manual,First Owner,23.1,998,67.04,5
120000,120000,Individual,Manual,Third Owner,18.9,1061,67,5
700000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
451999,30000,Individual,Automatic,Second Owner,23.1,998,67.04,5
500000,56000,Individual,Manual,Third Owner,18.9,1197,82,5
240000,35000,Individual,Manual,First Owner,18.9,998,67.1,5
655000,19500,Individual,Manual,First Owner,18.6,1197,81.83,5
620000,38426,Individual,Manual,First Owner,17.19,1197,81.86,5
450000,35000,Individual,Manual,Second Owner,20.4,1197,83.11,5
310000,35000,Individual,Manual,Second Owner,20.51,998,67.04,5
150000,50000,Individual,Manual,Third Owner,19.7,796,46.3,5
610000,10000,Individual,Manual,First Owner,18.9,1197,81.86,5
500000,25000,Individual,Manual,First Owner,20.14,1197,81.86,5
220000,20000,Individual,Manual,First Owner,23.01,999,67,5
121000,70000,Individual,Manual,Second Owner,13.5,1799,130,5
919999,20000,Individual,Manual,First Owner,17,1198,108.5,5
65000,120000,Individual,Manual,Second Owner,16.1,796,37,4
140000,116700,Individual,Manual,Fourth & Above Owner,15,1368,90,5
68000,70000,Individual,Manual,Second Owner,NA,NA,NA,NA
275000,80000,Individual,Manual,First Owner,19.81,1086,68.05,5
50000,40000,Individual,Manual,Third Owner,16.1,796,37,4
445000,39500,Individual,Manual,First Owner,20.52,1197,81.8,5
400000,20000,Individual,Manual,Second Owner,20.51,998,67.04,5
250000,97000,Individual,Manual,Second Owner,19.4,1198,86.8,5
206000,120000,Individual,Manual,Second Owner,22.74,796,47.3,5
290000,50000,Individual,Manual,First Owner,21.1,814,55.2,5
